RespID	Mode	TravTime	BaseCost	Gender	AgeClass	IncClass	TravTimeClass	Purpose	CardID	CostL	CostR	TimeL	TimeR	Chosen	Quadrant2	Purpose2	Mode2	Income2	ExclGroup	Exclude_CDF	CS
36627	1	10	11	1	2	4	1	7	8	5	11	10	7	2	3	4	1	2	2	0	8
36627	1	10	11	1	2	4	1	7	9	9	11	11	10	1	4	4	1	2	2	0	9
36702	1	15	13	1	4	5	1	1	1	13	18	19	15	1	2	1	1	3	1	0	1
36702	1	15	13	1	4	5	1	1	2	10	13	17	15	1	4	1	1	3	1	0	2
36702	1	15	13	1	4	5	1	1	3	13	6	15	18	2	4	1	1	3	1	0	3
36702	1	15	13	1	4	5	1	1	4	25	13	17	21	2	2	1	1	3	1	0	4
36702	1	15	13	1	4	5	1	1	5	13	10	11	15	2	3	1	1	3	1	0	5
36702	1	15	13	1	4	5	1	1	6	13	22	17	15	1	2	1	1	3	1	0	6
36702	1	15	13	1	4	5	1	1	7	14	13	13	15	1	1	1	1	3	1	0	7
36702	1	15	13	1	4	5	1	1	8	13	6	11	15	2	3	1	1	3	1	0	8
36702	1	15	13	1	4	5	1	1	9	18	13	13	15	2	1	1	1	3	1	0	9
36788	1	30	40	2	3	5	1	1	1	43	40	23	30	2	1	1	1	3	4	0	1
36788	1	30	40	2	3	5	1	1	2	40	50	38	30	1	2	1	1	3	4	0	2
36788	1	30	40	2	3	5	1	1	3	20	40	30	27	1	3	1	1	3	4	0	3
36788	1	30	40	2	3	5	1	1	4	40	32	30	35	2	4	1	1	3	4	0	4
36788	1	30	40	2	3	5	1	1	5	40	41	35	30	2	2	1	1	3	4	0	5
36788	1	30	40	2	3	5	1	1	6	28	40	30	27	1	3	1	1	3	4	0	6
36788	1	30	40	2	3	5	1	1	7	40	55	30	24	1	1	1	1	3	4	0	7
36788	1	30	40	2	3	5	1	1	8	32	40	26	22	1	3	1	1	3	4	0	8
36788	1	30	40	2	3	5	1	1	9	20	40	39	30	1	4	1	1	3	4	0	9
36817	1	20	27	2	5	3	1	1	1	27	29	20	15	2	1	1	1	1	2	0	1
36817	1	20	27	2	5	3	1	1	2	27	24	17	20	2	3	1	1	1	2	0	2
36817	1	20	27	2	5	3	1	1	3	27	42	24	20	1	2	1	1	1	2	0	3
36817	1	20	27	2	5	3	1	1	4	19	27	17	12	1	3	1	1	1	2	0	4
36817	1	20	27	2	5	3	1	1	5	36	27	20	25	2	2	1	1	1	2	0	5
36817	1	20	27	2	5	3	1	1	6	27	24	20	24	2	4	1	1	1	2	0	6
36817	1	20	27	2	5	3	1	1	7	27	45	20	18	1	1	1	1	1	2	0	7
36817	1	20	27	2	5	3	1	1	8	27	14	16	20	2	3	1	1	1	2	0	8
36817	1	20	27	2	5	3	1	1	9	21	27	25	20	1	4	1	1	1	2	0	9
36855	1	27	45	2	4	8	1	6	1	45	67	33	27	1	2	4	1	4	4	0	1
36855	1	27	45	2	4	8	1	6	2	45	72	27	23	1	1	4	1	4	4	0	2
36855	1	27	45	2	4	8	1	6	3	45	40	18	23	2	3	4	1	4	4	0	3
36855	1	27	45	2	4	8	1	6	4	45	30	22	27	2	3	4	1	4	4	0	4
36855	1	27	45	2	4	8	1	6	5	45	53	34	27	1	2	4	1	4	4	0	5
36855	1	27	45	2	4	8	1	6	6	49	45	22	27	1	1	4	1	4	4	0	6
36855	1	27	45	2	4	8	1	6	7	45	44	27	35	1	4	4	1	4	4	0	7
36855	1	27	45	2	4	8	1	6	8	41	45	27	23	2	3	4	1	4	4	0	8
36855	1	27	45	2	4	8	1	6	9	23	45	33	27	1	4	4	1	4	4	0	9
36873	1	20	9	2	3	4	1	5	1	9	15	25	20	2	2	3	1	2	3	0	1
36873	1	20	9	2	3	4	1	5	2	5	9	20	17	1	3	3	1	2	3	0	2
36873	1	20	9	2	3	4	1	5	3	7	9	20	16	2	3	3	1	2	3	0	3
36873	1	20	9	2	3	4	1	5	4	13	9	16	20	1	1	3	1	2	3	0	4
36873	1	20	9	2	3	4	1	5	5	11	9	20	25	2	2	3	1	2	3	0	5
36873	1	20	9	2	3	4	1	5	6	9	5	20	22	2	4	3	1	2	3	0	6
36873	1	20	9	2	3	4	1	5	7	13	9	23	27	1	2	3	1	2	3	0	7
36873	1	20	9	2	3	4	1	5	8	9	5	20	26	1	4	3	1	2	3	0	8
36873	1	20	9	2	3	4	1	5	9	18	9	16	20	2	1	3	1	2	3	0	9
36882	1	13	23	1	4	10	1	1	1	23	26	15	13	2	2	1	1	5	3	0	1
36882	1	13	23	1	4	10	1	1	2	36	23	11	13	2	1	1	1	5	3	0	2
36882	1	13	23	1	4	10	1	1	3	23	12	10	13	2	3	1	1	5	3	0	3
36882	1	13	23	1	4	10	1	1	4	23	20	8	11	2	3	1	1	5	3	0	4
36882	1	13	23	1	4	10	1	1	5	23	20	13	17	1	4	1	1	5	3	0	5
36882	1	13	23	1	4	10	1	1	6	26	23	13	17	2	2	1	1	5	3	0	6
36882	1	13	23	1	4	10	1	1	7	22	23	13	12	1	3	1	1	5	3	0	7
36882	1	13	23	1	4	10	1	1	8	32	23	10	13	2	1	1	1	5	3	0	8
36882	1	13	23	1	4	10	1	1	9	23	12	13	15	2	4	1	1	5	3	0	9
36899	1	30	54	1	3	4	1	3	1	54	82	38	30	1	2	4	1	2	1	0	1
36899	1	30	54	1	3	4	1	3	2	54	58	30	26	1	1	4	1	2	1	0	2
36899	1	30	54	1	3	4	1	3	3	54	53	18	26	1	3	4	1	2	1	0	3
36899	1	30	54	1	3	4	1	3	4	54	27	21	30	2	3	4	1	2	1	0	4
36899	1	30	54	1	3	4	1	3	5	54	59	34	30	1	2	4	1	2	1	0	5
36899	1	30	54	1	3	4	1	3	6	58	54	24	30	2	1	4	1	2	1	0	6
36899	1	30	54	1	3	4	1	3	7	54	53	30	37	1	4	4	1	2	1	0	7
36899	1	30	54	1	3	4	1	3	8	39	54	30	25	1	3	4	1	2	1	0	8
36899	1	30	54	1	3	4	1	3	9	27	54	36	30	1	4	4	1	2	1	0	9
36952	1	20	36	1	4	6	1	3	1	36	48	22	20	1	2	4	1	4	4	0	1
36952	1	20	36	1	4	6	1	3	2	35	36	25	20	1	4	4	1	4	4	0	2
36952	1	20	36	1	4	6	1	3	3	36	31	20	23	2	4	4	1	4	4	0	3
36952	1	20	36	1	4	6	1	3	4	51	36	23	25	2	2	4	1	4	4	0	4
36952	1	20	36	1	4	6	1	3	5	36	28	15	20	2	3	4	1	4	4	0	5
36952	1	20	36	1	4	6	1	3	6	36	65	25	20	1	2	4	1	4	4	0	6
36952	1	20	36	1	4	6	1	3	7	48	36	16	20	2	1	4	1	4	4	0	7
36952	1	20	36	1	4	6	1	3	8	36	35	18	20	1	3	4	1	4	4	0	8
36952	1	20	36	1	4	6	1	3	9	51	36	16	20	2	1	4	1	4	4	0	9
37035	1	20	27	1	4	5	1	4	1	49	27	16	20	2	1	2	1	3	2	0	1
37035	1	20	27	1	4	5	1	4	2	25	27	24	20	2	4	2	1	3	2	0	2
37035	1	20	27	1	4	5	1	4	3	27	18	15	20	2	3	2	1	3	2	0	3
37035	1	20	27	1	4	5	1	4	4	27	28	20	16	1	1	2	1	3	2	0	4
37035	1	20	27	1	4	5	1	4	5	27	14	17	20	2	3	2	1	3	2	0	5
37035	1	20	27	1	4	5	1	4	6	27	44	26	20	1	2	2	1	3	2	0	6
37035	1	20	27	1	4	5	1	4	7	27	30	23	20	1	2	2	1	3	2	0	7
37035	1	20	27	1	4	5	1	4	8	27	23	13	17	2	3	2	1	3	2	0	8
37035	1	20	27	1	4	5	1	4	9	27	25	20	22	2	4	2	1	3	2	0	9
37061	1	30	54	2	3	4	1	4	1	53	54	34	30	2	4	2	1	2	3	0	1
37061	1	30	54	2	3	4	1	4	2	70	54	30	35	2	2	2	1	2	3	0	2
37061	1	30	54	2	3	4	1	4	3	104	54	23	30	2	1	2	1	2	3	0	3
37061	1	30	54	2	3	4	1	4	4	54	62	37	30	2	2	2	1	2	3	0	4
37061	1	30	54	2	3	4	1	4	5	27	54	26	22	1	3	2	1	2	3	0	5
37061	1	30	54	2	3	4	1	4	6	61	54	22	30	1	1	2	1	2	3	0	6
37061	1	30	54	2	3	4	1	4	7	27	54	30	24	1	3	2	1	2	3	0	7
37061	1	30	54	2	3	4	1	4	8	27	54	30	21	1	3	2	1	2	3	0	8
37061	1	30	54	2	3	4	1	4	9	53	54	34	30	2	4	2	1	2	3	0	9
37109	1	30	31	2	3	6	1	8	1	61	31	30	37	2	2	4	1	4	1	0	1
37109	1	30	31	2	3	6	1	8	2	42	31	24	30	2	1	4	1	4	1	0	2
37109	1	30	31	2	3	6	1	8	3	31	40	30	24	1	1	4	1	4	1	0	3
37109	1	30	31	2	3	6	1	8	4	31	33	34	30	2	2	4	1	4	1	0	4
37109	1	30	31	2	3	6	1	8	5	21	31	26	19	1	3	4	1	4	1	0	5
37109	1	30	31	2	3	6	1	8	6	16	31	30	27	1	3	4	1	4	1	0	6
37109	1	30	31	2	3	6	1	8	7	25	31	30	22	1	3	4	1	4	1	0	7
37109	1	30	31	2	3	6	1	8	8	21	31	38	30	1	4	4	1	4	1	0	8
37109	1	30	31	2	3	6	1	8	9	31	22	30	35	2	4	4	1	4	1	0	9
37145	1	20	27	2	3	2	1	1	1	27	14	20	23	2	4	1	1	1	4	1	1
37145	1	20	27	2	3	2	1	1	2	27	20	20	22	2	4	1	1	1	4	1	2
37145	1	20	27	2	3	2	1	1	3	26	27	20	18	1	3	1	1	1	4	1	3
37145	1	20	27	2	3	2	1	1	4	27	30	20	16	1	1	1	1	1	4	1	4
37145	1	20	27	2	3	2	1	1	5	27	18	16	20	2	3	1	1	1	4	1	5
37145	1	20	27	2	3	2	1	1	6	27	33	25	20	1	2	1	1	1	4	1	6
37145	1	20	27	2	3	2	1	1	7	27	54	26	20	1	2	1	1	1	4	1	7
37145	1	20	27	2	3	2	1	1	8	27	31	27	23	1	2	1	1	1	4	1	8
37145	1	20	27	2	3	2	1	1	9	27	33	20	14	1	1	1	1	1	4	1	9
37174	1	40	75	1	3	6	1	4	1	83	75	40	47	2	2	2	1	4	3	0	1
37174	1	40	75	1	3	6	1	4	2	148	75	30	40	2	1	2	1	4	3	0	2
37174	1	40	75	1	3	6	1	4	3	75	84	40	32	2	1	2	1	4	3	0	3
37174	1	40	75	1	3	6	1	4	4	75	78	51	40	2	2	2	1	4	3	0	4
37174	1	40	75	1	3	6	1	4	5	69	75	34	28	1	3	2	1	4	3	0	5
37174	1	40	75	1	3	6	1	4	6	71	75	40	34	2	3	2	1	4	3	0	6
37174	1	40	75	1	3	6	1	4	7	64	75	40	34	1	3	2	1	4	3	0	7
37174	1	40	75	1	3	6	1	4	8	59	75	48	40	1	4	2	1	4	3	0	8
37174	1	40	75	1	3	6	1	4	9	75	38	40	50	2	4	2	1	4	3	0	9
37227	1	40	83	1	4	6	1	4	1	77	83	34	27	2	3	2	1	4	2	0	1
37227	1	40	83	1	4	6	1	4	2	83	86	40	36	1	1	2	1	4	2	0	2
37227	1	40	83	1	4	6	1	4	3	83	116	49	40	1	2	2	1	4	2	0	3
37227	1	40	83	1	4	6	1	4	4	83	42	32	40	2	3	2	1	4	2	0	4
37227	1	40	83	1	4	6	1	4	5	80	83	50	40	2	4	2	1	4	2	0	5
37227	1	40	83	1	4	6	1	4	6	64	83	40	29	2	3	2	1	4	2	0	6
37227	1	40	83	1	4	6	1	4	7	83	90	40	32	2	1	2	1	4	2	0	7
37227	1	40	83	1	4	6	1	4	8	83	88	45	40	1	2	2	1	4	2	0	8
37227	1	40	83	1	4	6	1	4	9	42	83	47	40	1	4	2	1	4	2	0	9
37240	1	33	67	1	2	3	1	1	1	67	70	38	33	2	2	1	1	1	4	0	1
37240	1	33	67	1	2	3	1	1	2	67	72	33	29	1	1	1	1	1	4	0	2
37240	1	33	67	1	2	3	1	1	3	67	57	33	39	1	4	1	1	1	4	0	3
37240	1	33	67	1	2	3	1	1	4	43	67	33	25	1	3	1	1	1	4	0	4
37240	1	33	67	1	2	3	1	1	5	61	67	28	25	1	3	1	1	1	4	0	5
37240	1	33	67	1	2	3	1	1	6	67	65	30	33	1	3	1	1	1	4	0	6
37240	1	33	67	1	2	3	1	1	7	67	91	33	23	1	1	1	1	1	4	0	7
37240	1	33	67	1	2	3	1	1	8	67	119	40	33	1	2	1	1	1	4	0	8
37240	1	33	67	1	2	3	1	1	9	67	33	33	42	2	4	1	1	1	4	0	9
37242	1	12	13	2	3	5	1	3	1	14	13	14	16	2	2	4	1	3	4	1	1
37242	1	12	13	2	3	5	1	3	2	12	13	15	12	1	4	4	1	3	4	1	2
37242	1	12	13	2	3	5	1	3	3	13	14	13	12	1	2	4	1	3	4	1	3
37242	1	12	13	2	3	5	1	3	4	13	17	12	10	1	1	4	1	3	4	1	4
37242	1	12	13	2	3	5	1	3	5	25	13	12	15	2	2	4	1	3	4	1	5
37242	1	12	13	2	3	5	1	3	6	6	13	16	12	1	4	4	1	3	4	1	6
37242	1	12	13	2	3	5	1	3	7	11	13	12	11	1	3	4	1	3	4	1	7
37242	1	12	13	2	3	5	1	3	8	13	10	10	12	2	3	4	1	3	4	1	8
37242	1	12	13	2	3	5	1	3	9	18	13	10	12	2	1	4	1	3	4	1	9
37260	1	15	18	2	4	5	1	3	1	9	18	13	8	1	3	4	1	3	2	0	1
37260	1	15	18	2	4	5	1	3	2	18	22	15	13	1	1	4	1	3	2	0	2
37260	1	15	18	2	4	5	1	3	3	18	19	17	15	2	2	4	1	3	2	0	3
37260	1	15	18	2	4	5	1	3	4	18	13	11	15	2	3	4	1	3	2	0	4
37260	1	15	18	2	4	5	1	3	5	13	18	19	15	2	4	4	1	3	2	0	5
37260	1	15	18	2	4	5	1	3	6	10	18	15	11	1	3	4	1	3	2	0	6
37260	1	15	18	2	4	5	1	3	7	18	36	15	11	1	1	4	1	3	2	0	7
37260	1	15	18	2	4	5	1	3	8	18	19	18	15	2	2	4	1	3	2	0	8
37260	1	15	18	2	4	5	1	3	9	9	18	18	15	1	4	4	1	3	2	0	9
37283	1	21	26	1	4	9	1	3	1	26	29	25	21	2	2	4	1	4	3	0	1
37283	1	21	26	1	4	9	1	3	2	26	28	21	16	2	1	4	1	4	3	0	2
37283	1	21	26	1	4	9	1	3	3	26	14	21	25	1	4	4	1	4	3	0	3
37283	1	21	26	1	4	9	1	3	4	13	26	21	15	1	3	4	1	4	3	0	4
37283	1	21	26	1	4	9	1	3	5	13	26	18	15	1	3	4	1	4	3	0	5
37283	1	21	26	1	4	9	1	3	6	26	23	17	21	1	3	4	1	4	3	0	6
37283	1	21	26	1	4	9	1	3	7	26	35	21	15	2	1	4	1	4	3	0	7
37283	1	21	26	1	4	9	1	3	8	26	33	24	21	1	2	4	1	4	3	0	8
37283	1	21	26	1	4	9	1	3	9	26	13	21	24	2	4	4	1	4	3	0	9
37289	1	10	9	1	3	7	1	1	1	5	9	10	8	1	3	1	1	4	4	0	1
37289	1	10	9	1	3	7	1	1	2	9	5	9	10	2	3	1	1	4	4	0	2
37289	1	10	9	1	3	7	1	1	3	9	5	10	13	2	4	1	1	4	4	0	3
37289	1	10	9	1	3	7	1	1	4	9	10	13	10	2	2	1	1	4	4	0	4
37289	1	10	9	1	3	7	1	1	5	9	12	12	10	2	2	1	1	4	4	0	5
37289	1	10	9	1	3	7	1	1	6	9	8	10	12	1	4	1	1	4	4	0	6
37289	1	10	9	1	3	7	1	1	7	12	9	12	14	2	2	1	1	4	4	0	7
37289	1	10	9	1	3	7	1	1	8	9	10	10	9	2	1	1	1	4	4	0	8
37289	1	10	9	1	3	7	1	1	9	16	9	8	10	2	1	1	1	4	4	0	9
37322	1	30	108	1	4	6	1	1	1	108	154	30	23	1	1	1	1	4	2	0	1
37322	1	30	108	1	4	6	1	1	2	108	121	36	30	1	2	1	1	4	2	0	2
37322	1	30	108	1	4	6	1	1	3	108	105	21	30	1	3	1	1	4	2	0	3
37322	1	30	108	1	4	6	1	1	4	108	105	24	30	1	3	1	1	4	2	0	4
37322	1	30	108	1	4	6	1	1	5	108	102	30	34	1	4	1	1	4	2	0	5
37322	1	30	108	1	4	6	1	1	6	108	103	22	26	1	3	1	1	4	2	0	6
37322	1	30	108	1	4	6	1	1	7	108	118	38	30	2	2	1	1	4	2	0	7
37322	1	30	108	1	4	6	1	1	8	108	135	30	27	2	1	1	1	4	2	0	8
37322	1	30	108	1	4	6	1	1	9	93	108	35	30	2	4	1	1	4	2	0	9
37372	1	13	27	2	2	3	1	1	1	27	28	14	13	2	2	1	1	1	3	0	1
37372	1	13	27	2	2	3	1	1	2	27	13	9	13	2	3	1	1	1	3	0	2
37372	1	13	27	2	2	3	1	1	3	27	31	13	10	2	1	1	1	1	3	0	3
37372	1	13	27	2	2	3	1	1	4	29	27	10	13	1	1	1	1	1	3	0	4
37372	1	13	27	2	2	3	1	1	5	27	17	11	13	2	3	1	1	1	3	0	5
37372	1	13	27	2	2	3	1	1	6	42	27	13	15	2	2	1	1	1	3	0	6
37372	1	13	27	2	2	3	1	1	7	27	25	13	15	2	4	1	1	1	3	0	7
37372	1	13	27	2	2	3	1	1	8	27	24	9	11	2	3	1	1	1	3	0	8
37372	1	13	27	2	2	3	1	1	9	16	27	16	13	1	4	1	1	1	3	0	9
37401	1	45	120	2	3	3	1	7	1	155	120	36	45	1	1	4	1	1	1	0	1
37401	1	45	120	2	3	3	1	7	2	120	126	58	45	2	2	4	1	1	1	0	2
37401	1	45	120	2	3	3	1	7	3	89	120	38	30	1	3	4	1	1	1	0	3
37401	1	45	120	2	3	3	1	7	4	120	184	45	33	1	1	4	1	1	1	0	4
37401	1	45	120	2	3	3	1	7	5	120	96	39	45	2	3	4	1	1	1	0	5
37401	1	45	120	2	3	3	1	7	6	120	129	55	45	2	2	4	1	1	1	0	6
37401	1	45	120	2	3	3	1	7	7	117	120	53	45	2	4	4	1	1	1	0	7
37401	1	45	120	2	3	3	1	7	8	63	120	45	37	1	3	4	1	1	1	0	8
37401	1	45	120	2	3	3	1	7	9	114	120	51	45	2	4	4	1	1	1	0	9
37409	1	16	23	1	3	5	1	1	1	25	23	14	16	1	1	1	1	3	1	1	1
37409	1	16	23	1	3	5	1	1	2	23	28	19	16	1	2	1	1	3	1	1	2
37409	1	16	23	1	3	5	1	1	3	12	23	16	14	1	3	1	1	3	1	1	3
37409	1	16	23	1	3	5	1	1	4	23	22	16	20	2	4	1	1	3	1	1	4
37409	1	16	23	1	3	5	1	1	5	23	35	19	16	1	2	1	1	3	1	1	5
37409	1	16	23	1	3	5	1	1	6	13	23	16	11	1	3	1	1	3	1	1	6
37409	1	16	23	1	3	5	1	1	7	23	28	16	12	1	1	1	1	3	1	1	7
37409	1	16	23	1	3	5	1	1	8	12	23	14	10	1	3	1	1	3	1	1	8
37409	1	16	23	1	3	5	1	1	9	12	23	20	16	1	4	1	1	3	1	1	9
37410	1	36	40	1	2	5	1	1	1	46	40	31	36	1	1	1	1	3	1	0	1
37410	1	36	40	1	2	5	1	1	2	26	40	43	36	1	4	1	1	3	1	0	2
37410	1	36	40	1	2	5	1	1	3	40	31	24	31	1	3	1	1	3	1	0	3
37410	1	36	40	1	2	5	1	1	4	76	40	36	43	2	2	1	1	3	1	0	4
37410	1	36	40	1	2	5	1	1	5	20	40	36	27	1	3	1	1	3	1	0	5
37410	1	36	40	1	2	5	1	1	6	40	49	36	30	2	1	1	1	3	1	0	6
37410	1	36	40	1	2	5	1	1	7	40	34	27	36	1	3	1	1	3	1	0	7
37410	1	36	40	1	2	5	1	1	8	40	44	45	36	2	2	1	1	3	1	0	8
37410	1	36	40	1	2	5	1	1	9	40	20	36	40	2	4	1	1	3	1	0	9
37428	1	15	18	1	3	9	1	1	1	18	11	15	19	2	4	1	1	4	2	0	1
37428	1	15	18	1	3	9	1	1	2	20	18	15	17	2	2	1	1	4	2	0	2
37428	1	15	18	1	3	9	1	1	3	18	9	12	15	2	3	1	1	4	2	0	3
37428	1	15	18	1	3	9	1	1	4	18	28	18	15	1	2	1	1	4	2	0	4
37428	1	15	18	1	3	9	1	1	5	36	18	17	22	1	2	1	1	4	2	0	5
37428	1	15	18	1	3	9	1	1	6	18	19	15	12	2	1	1	1	4	2	0	6
37428	1	15	18	1	3	9	1	1	7	16	18	15	11	2	3	1	1	4	2	0	7
37428	1	15	18	1	3	9	1	1	8	9	18	17	15	1	4	1	1	4	2	0	8
37428	1	15	18	1	3	9	1	1	9	18	22	15	12	1	1	1	1	4	2	0	9
37594	1	10	30	1	2	9	1	1	1	15	30	13	10	1	4	1	1	4	1	0	1
37594	1	10	30	1	2	9	1	1	2	30	27	10	12	1	4	1	1	4	1	0	2
37594	1	10	30	1	2	9	1	1	3	31	30	8	10	1	1	1	1	4	1	0	3
37594	1	10	30	1	2	9	1	1	4	32	30	10	12	1	2	1	1	4	1	0	4
37594	1	10	30	1	2	9	1	1	5	30	25	8	10	2	3	1	1	4	1	0	5
37594	1	10	30	1	2	9	1	1	6	30	33	11	10	1	2	1	1	4	1	0	6
37594	1	10	30	1	2	9	1	1	7	30	15	7	10	2	3	1	1	4	1	0	7
37594	1	10	30	1	2	9	1	1	8	33	30	12	13	2	2	1	1	4	1	0	8
37594	1	10	30	1	2	9	1	1	9	30	31	10	9	1	1	1	1	4	1	0	9
37599	1	10	11	1	3	5	1	3	1	20	11	10	11	2	2	4	1	3	1	0	1
37599	1	10	11	1	3	5	1	3	2	20	11	12	13	2	2	4	1	3	1	0	2
37599	1	10	11	1	3	5	1	3	3	9	11	10	8	2	3	4	1	3	1	0	3
37599	1	10	11	1	3	5	1	3	4	11	8	10	12	2	4	4	1	3	1	0	4
37599	1	10	11	1	3	5	1	3	5	11	10	9	10	2	3	4	1	3	1	0	5
37599	1	10	11	1	3	5	1	3	6	11	20	13	10	1	2	4	1	3	1	0	6
37599	1	10	11	1	3	5	1	3	7	5	11	12	10	1	4	4	1	3	1	0	7
37599	1	10	11	1	3	5	1	3	8	11	13	10	8	1	1	4	1	3	1	0	8
37599	1	10	11	1	3	5	1	3	9	22	11	7	10	2	1	4	1	3	1	0	9
37617	1	20	18	1	5	4	1	2	1	9	18	24	20	1	4	4	1	2	2	1	1
37617	1	20	18	1	5	4	1	2	2	18	14	20	26	2	4	4	1	2	2	1	2
37617	1	20	18	1	5	4	1	2	3	25	18	16	20	2	1	4	1	2	2	1	3
37617	1	20	18	1	5	4	1	2	4	22	18	20	22	2	2	4	1	2	2	1	4
37617	1	20	18	1	5	4	1	2	5	18	9	17	20	2	3	4	1	2	2	1	5
37617	1	20	18	1	5	4	1	2	6	18	21	25	20	1	2	4	1	2	2	1	6
37617	1	20	18	1	5	4	1	2	7	18	12	16	20	2	3	4	1	2	2	1	7
37617	1	20	18	1	5	4	1	2	8	22	18	23	29	2	2	4	1	2	2	1	8
37617	1	20	18	1	5	4	1	2	9	18	31	20	15	1	1	4	1	2	2	1	9
37654	1	35	188	2	2	3	1	1	1	188	183	24	30	1	3	1	1	1	4	0	1
37654	1	35	188	2	2	3	1	1	2	188	164	27	35	1	3	1	1	1	4	0	2
37654	1	35	188	2	2	3	1	1	3	180	188	35	31	2	3	1	1	1	4	0	3
37654	1	35	188	2	2	3	1	1	4	198	188	27	35	1	1	1	1	1	4	0	4
37654	1	35	188	2	2	3	1	1	5	244	188	35	42	2	2	1	1	1	4	0	5
37654	1	35	188	2	2	3	1	1	6	188	181	35	45	1	4	1	1	1	4	0	6
37654	1	35	188	2	2	3	1	1	7	190	188	35	39	1	2	1	1	1	4	0	7
37654	1	35	188	2	2	3	1	1	8	188	198	35	25	2	1	1	1	1	4	0	8
37654	1	35	188	2	2	3	1	1	9	188	145	35	40	2	4	1	1	1	4	0	9
37716	1	30	57	1	3	5	1	3	1	57	64	34	30	1	2	4	1	3	2	0	1
37716	1	30	57	1	3	5	1	3	2	61	57	30	35	2	2	4	1	3	2	0	2
37716	1	30	57	1	3	5	1	3	3	57	34	24	30	2	3	4	1	3	2	0	3
37716	1	30	57	1	3	5	1	3	4	55	57	35	30	2	4	4	1	3	2	0	4
37716	1	30	57	1	3	5	1	3	5	71	57	26	30	2	1	4	1	3	2	0	5
37716	1	30	57	1	3	5	1	3	6	29	57	30	24	1	3	4	1	3	2	0	6
37716	1	30	57	1	3	5	1	3	7	49	57	39	30	1	4	4	1	3	2	0	7
37716	1	30	57	1	3	5	1	3	8	57	61	39	35	1	2	4	1	3	2	0	8
37716	1	30	57	1	3	5	1	3	9	57	114	30	22	1	1	4	1	3	2	0	9
37725	1	20	27	1	3	8	1	1	1	23	27	20	18	2	3	1	1	4	2	0	1
37725	1	20	27	1	3	8	1	1	2	29	27	20	26	1	2	1	1	4	2	0	2
37725	1	20	27	1	3	8	1	1	3	14	27	26	20	1	4	1	1	4	2	0	3
37725	1	20	27	1	3	8	1	1	4	27	35	23	20	2	2	1	1	4	2	0	4
37725	1	20	27	1	3	8	1	1	5	27	26	20	23	1	4	1	1	4	2	0	5
37725	1	20	27	1	3	8	1	1	6	27	54	29	23	1	2	1	1	4	2	0	6
37725	1	20	27	1	3	8	1	1	7	44	27	16	20	2	1	1	1	4	2	0	7
37725	1	20	27	1	3	8	1	1	8	27	23	16	20	1	3	1	1	4	2	0	8
37725	1	20	27	1	3	8	1	1	9	27	54	20	16	1	1	1	1	4	2	0	9
37737	1	40	18	2	4	5	1	1	1	18	9	31	40	1	3	1	1	3	2	0	1
37737	1	40	18	2	4	5	1	1	2	14	18	52	40	2	4	1	1	3	2	0	2
37737	1	40	18	2	4	5	1	1	3	36	18	46	58	1	2	1	1	3	2	0	3
37737	1	40	18	2	4	5	1	1	4	18	36	46	40	1	2	1	1	3	2	0	4
37737	1	40	18	2	4	5	1	1	5	18	9	40	46	2	4	1	1	3	2	0	5
37737	1	40	18	2	4	5	1	1	6	18	28	40	28	2	1	1	1	3	2	0	6
37737	1	40	18	2	4	5	1	1	7	12	18	40	31	2	3	1	1	3	2	0	7
37737	1	40	18	2	4	5	1	1	8	34	18	40	45	2	2	1	1	3	2	0	8
37737	1	40	18	2	4	5	1	1	9	36	18	34	40	2	1	1	1	3	2	0	9
37774	1	16	36	1	5	2	1	5	1	38	36	16	18	2	2	3	1	1	3	0	1
37774	1	16	36	1	5	2	1	5	2	35	36	14	9	2	3	3	1	1	3	0	2
37774	1	16	36	1	5	2	1	5	3	36	34	16	19	2	4	3	1	1	3	0	3
37774	1	16	36	1	5	2	1	5	4	36	40	16	13	1	1	3	1	1	3	0	4
37774	1	16	36	1	5	2	1	5	5	36	27	12	16	2	3	3	1	1	3	0	5
37774	1	16	36	1	5	2	1	5	6	36	37	19	16	2	2	3	1	1	3	0	6
37774	1	16	36	1	5	2	1	5	7	72	36	11	16	2	1	3	1	1	3	0	7
37774	1	16	36	1	5	2	1	5	8	36	18	11	16	2	3	3	1	1	3	0	8
37774	1	16	36	1	5	2	1	5	9	29	36	18	16	1	4	3	1	1	3	0	9
37778	1	75	135	1	4	4	2	1	1	149	135	75	87	1	2	1	1	2	3	0	1
37778	1	75	135	1	4	4	2	1	2	135	125	75	83	1	4	1	1	2	3	0	2
37778	1	75	135	1	4	4	2	1	3	197	135	86	94	2	2	1	1	2	3	0	3
37778	1	75	135	1	4	4	2	1	4	135	68	58	75	2	3	1	1	2	3	0	4
37778	1	75	135	1	4	4	2	1	5	151	135	75	83	1	2	1	1	2	3	0	5
37778	1	75	135	1	4	4	2	1	6	139	135	54	75	1	1	1	1	2	3	0	6
37778	1	75	135	1	4	4	2	1	7	133	135	88	75	2	4	1	1	2	3	0	7
37778	1	75	135	1	4	4	2	1	8	68	135	75	54	1	3	1	1	2	3	0	8
37778	1	75	135	1	4	4	2	1	9	135	193	75	58	1	1	1	1	2	3	0	9
